Payment_ID,Subscription_ID,Customer_ID,Payment_Date,Payment_Method,Amount
PAY000004345,SU00004345,CU000649,2023-07-06,Cash,20.0
PAY000004346,SU00004346,CU000649,2023-08-03,Cash,20.0
PAY000004347,SU00004347,CU000649,2023-08-30,Cash,180.0
PAY000004348,SU00004348,CU000649,2024-09-05,Credit Card,180.0
PAY000004349,SU00004349,CU000649,2023-03-02,Cash,90.0
PAY000004350,SU00004350,CU000649,2024-03-01,Cash,90.0
PAY000004351,SU00004351,CU000650,2022-11-16,Credit Card,135.0
PAY000004352,SU00004352,CU000650,2023-11-16,Credit Card,135.0
PAY000004353,SU00004353,CU000650,2024-11-15,Credit Card,135.0
PAY000004354,SU00004354,CU000650,2023-02-28,Credit Card,90.0
PAY000004355,SU00004355,CU000650,2024-02-28,Credit Card,90.0
PAY000004356,SU00004356,CU000651,2022-11-08,Cash,90.0
PAY000004357,SU00004357,CU000651,2023-11-15,Debit Card,90.0
PAY000004358,SU00004358,CU000652,2022-11-17,Bank Transfer,135.0
PAY000004359,SU00004359,CU000652,2023-11-17,Debit Card,135.0
PAY000004360,SU00004360,CU000652,2024-11-16,Bank Transfer,135.0
PAY000004361,SU00004361,CU000652,2023-02-12,Debit Card,90.0
PAY000004362,SU00004362,CU000652,2024-02-12,Bank Transfer,90.0
PAY000004363,SU00004363,CU000652,2023-04-14,Bank Transfer,10.0
PAY000004364,SU00004364,CU000652,2023-05-12,Bank Transfer,10.0
PAY000004365,SU00004365,CU000652,2023-06-09,Bank Transfer,10.0
PAY000004366,SU00004366,CU000652,2023-07-07,Bank Transfer,10.0
PAY000004367,SU00004367,CU000652,2023-08-04,Bank Transfer,90.0
PAY000004368,SU00004368,CU000652,2024-08-03,Bank Transfer,135.0
PAY000004369,SU00004369,CU000653,2022-11-04,Debit Card,180.0
PAY000004370,SU00004370,CU000653,2023-11-04,Credit Card,180.0
PAY000004371,SU00004371,CU000653,2024-11-03,Debit Card,180.0
PAY000004372,SU00004372,CU000654,2022-11-03,PayPal,90.0
PAY000004373,SU00004373,CU000654,2023-11-03,PayPal,90.0
PAY000004374,SU00004374,CU000654,2024-11-02,PayPal,90.0
PAY000004375,SU00004375,CU000655,2022-11-24,Debit Card,15.0
PAY000004376,SU00004376,CU000655,2022-12-22,Credit Card,135.0
PAY000004377,SU00004377,CU000655,2023-12-22,Credit Card,135.0
PAY000004378,SU00004378,CU000655,2024-12-21,Credit Card,180.0
PAY000004379,SU00004379,CU000656,2022-11-26,Debit Card,15.0
PAY000004380,SU00004380,CU000656,2022-12-24,Debit Card,15.0
PAY000004381,SU00004381,CU000656,2023-01-21,Debit Card,135.0
PAY000004382,SU00004382,CU000656,2024-01-21,Debit Card,135.0
PAY000004383,SU00004383,CU000656,2025-01-20,Credit Card,180.0
PAY000004384,SU00004384,CU000657,2022-11-10,Debit Card,15.0
PAY000004385,SU00004385,CU000657,2022-12-08,Debit Card,15.0
PAY000004386,SU00004386,CU000657,2023-01-05,Debit Card,15.0
PAY000004387,SU00004387,CU000657,2023-02-02,Bank Transfer,15.0
PAY000004388,SU00004388,CU000657,2023-03-02,Debit Card,15.0
PAY000004389,SU00004389,CU000657,2023-03-30,Debit Card,15.0
PAY000004390,SU00004390,CU000657,2023-04-27,Debit Card,15.0
PAY000004391,SU00004391,CU000657,2023-05-25,Debit Card,135.0
PAY000004392,SU00004392,CU000657,2024-05-24,Debit Card,135.0
PAY000004393,SU00004393,CU000658,2022-11-27,Credit Card,90.0
PAY000004394,SU00004394,CU000658,2023-11-27,Credit Card,135.0
PAY000004395,SU00004395,CU000658,2024-11-26,Credit Card,135.0
PAY000004396,SU00004396,CU000659,2022-11-10,Credit Card,90.0
PAY000004397,SU00004397,CU000659,2023-11-10,Credit Card,90.0
PAY000004398,SU00004398,CU000659,2024-11-03,Cash,90.0
PAY000004399,SU00004399,CU000659,2023-04-09,Credit Card,90.0
PAY000004400,SU00004400,CU000660,2022-11-15,Debit Card,180.0
PAY000004401,SU00004401,CU000660,2023-11-15,Debit Card,180.0
PAY000004402,SU00004402,CU000660,2024-11-14,Debit Card,180.0
PAY000004403,SU00004403,CU000661,2022-11-10,Cash,15.0
PAY000004404,SU00004404,CU000661,2022-12-10,Cash,15.0
PAY000004405,SU00004405,CU000661,2023-01-12,Bank Transfer,135.0
PAY000004406,SU00004406,CU000661,2024-01-05,Cash,135.0
PAY000004407,SU00004407,CU000661,2025-01-04,Cash,180.0
PAY000004408,SU00004408,CU000662,2022-11-01,Bank Transfer,180.0
PAY000004409,SU00004409,CU000662,2023-11-01,Bank Transfer,180.0
PAY000004410,SU00004410,CU000662,2024-10-31,Bank Transfer,180.0
PAY000004411,SU00004411,CU000663,2022-11-16,Debit Card,90.0
PAY000004412,SU00004412,CU000663,2023-11-16,Credit Card,90.0
PAY000004413,SU00004413,CU000664,2022-11-10,Debit Card,10.0
PAY000004414,SU00004414,CU000664,2022-12-08,Debit Card,10.0
PAY000004415,SU00004415,CU000664,2023-01-05,Debit Card,10.0
PAY000004416,SU00004416,CU000664,2023-02-02,Debit Card,10.0
PAY000004417,SU00004417,CU000664,2023-03-02,Debit Card,90.0
PAY000004418,SU00004418,CU000664,2024-03-01,Credit Card,90.0
PAY000004419,SU00004419,CU000664,2025-03-01,Bank Transfer,90.0
PAY000004420,SU00004420,CU000665,2022-11-13,Credit Card,135.0
PAY000004421,SU00004421,CU000665,2023-11-13,Credit Card,180.0
PAY000004422,SU00004422,CU000665,2024-11-12,Credit Card,180.0
PAY000004423,SU00004423,CU000666,2022-11-19,Cash,15.0
PAY000004424,SU00004424,CU000666,2022-12-18,Cash,15.0
PAY000004425,SU00004425,CU000666,2023-01-14,Cash,15.0
PAY000004426,SU00004426,CU000666,2023-02-10,Cash,15.0
PAY000004427,SU00004427,CU000666,2023-03-12,Cash,15.0
PAY000004428,SU00004428,CU000666,2023-04-14,Debit Card,135.0
PAY000004429,SU00004429,CU000666,2024-04-07,Cash,180.0
PAY000004430,SU00004430,CU000667,2022-11-14,Credit Card,10.0
PAY000004431,SU00004431,CU000667,2022-12-12,Credit Card,10.0
PAY000004432,SU00004432,CU000667,2023-01-09,Credit Card,10.0
PAY000004433,SU00004433,CU000667,2023-02-06,Credit Card,10.0
PAY000004434,SU00004434,CU000667,2023-03-06,Credit Card,10.0
PAY000004435,SU00004435,CU000667,2023-04-03,Credit Card,10.0
PAY000004436,SU00004436,CU000667,2023-05-01,Credit Card,10.0
PAY000004437,SU00004437,CU000667,2023-05-29,Credit Card,10.0
PAY000004438,SU00004438,CU000667,2023-06-26,Credit Card,90.0
PAY000004439,SU00004439,CU000667,2024-06-25,Debit Card,135.0
PAY000004440,SU00004440,CU000668,2022-11-22,Bank Transfer,180.0
PAY000004441,SU00004441,CU000668,2023-11-22,Bank Transfer,180.0
PAY000004442,SU00004442,CU000668,2024-11-21,Bank Transfer,180.0
PAY000004443,SU00004443,CU000669,2022-11-27,Debit Card,135.0
PAY000004444,SU00004444,CU000669,2023-11-27,Debit Card,135.0
PAY000004445,SU00004445,CU000669,2024-11-26,Credit Card,135.0
PAY000004446,SU00004446,CU000670,2022-11-06,Credit Card,10.0
PAY000004447,SU00004447,CU000670,2022-12-04,Credit Card,10.0
PAY000004448,SU00004448,CU000670,2023-01-01,Credit Card,10.0
PAY000004449,SU00004449,CU000670,2023-01-29,Credit Card,10.0
PAY000004450,SU00004450,CU000670,2023-02-26,Credit Card,90.0
PAY000004451,SU00004451,CU000670,2024-02-26,Credit Card,90.0
PAY000004452,SU00004452,CU000670,2025-02-25,Credit Card,90.0
PAY000004453,SU00004453,CU000671,2022-11-05,Credit Card,90.0
PAY000004454,SU00004454,CU000671,2023-11-05,Credit Card,90.0
PAY000004455,SU00004455,CU000671,2024-11-04,Credit Card,90.0
PAY000004456,SU00004456,CU000671,2023-03-14,Credit Card,180.0
PAY000004457,SU00004457,CU000671,2024-03-13,Credit Card,180.0
PAY000004458,SU00004458,CU000672,2022-11-01,Credit Card,180.0
PAY000004459,SU00004459,CU000672,2023-11-01,Credit Card,180.0
PAY000004460,SU00004460,CU000672,2024-10-31,Bank Transfer,180.0
PAY000004461,SU00004461,CU000673,2022-11-23,Bank Transfer,15.0
PAY000004462,SU00004462,CU000673,2022-12-21,Bank Transfer,15.0
PAY000004463,SU00004463,CU000673,2023-01-18,Credit Card,15.0
PAY000004464,SU00004464,CU000673,2023-02-15,Bank Transfer,15.0
PAY000004465,SU00004465,CU000673,2023-03-15,Bank Transfer,15.0
PAY000004466,SU00004466,CU000673,2023-04-12,Bank Transfer,15.0
PAY000004467,SU00004467,CU000673,2023-05-10,Bank Transfer,15.0
PAY000004468,SU00004468,CU000673,2023-06-07,Bank Transfer,135.0
PAY000004469,SU00004469,CU000673,2024-06-06,Bank Transfer,180.0
PAY000004470,SU00004470,CU000674,2022-11-17,Bank Transfer,90.0
PAY000004471,SU00004471,CU000674,2023-11-17,Bank Transfer,90.0
PAY000004472,SU00004472,CU000674,2024-11-16,Bank Transfer,90.0
PAY000004473,SU00004473,CU000675,2022-11-17,Credit Card,135.0
PAY000004474,SU00004474,CU000675,2023-11-17,Credit Card,135.0
PAY000004475,SU00004475,CU000675,2024-11-16,Credit Card,135.0
PAY000004476,SU00004476,CU000675,2023-01-06,Credit Card,10.0
PAY000004477,SU00004477,CU000675,2023-02-03,Credit Card,10.0
PAY000004478,SU00004478,CU000675,2023-03-03,Credit Card,10.0
PAY000004479,SU00004479,CU000675,2023-03-31,Credit Card,90.0
PAY000004480,SU00004480,CU000675,2024-03-30,Credit Card,90.0
PAY000004481,SU00004481,CU000676,2022-11-15,Debit Card,135.0
PAY000004482,SU00004482,CU000676,2023-11-15,PayPal,180.0
PAY000004483,SU00004483,CU000676,2024-11-14,Debit Card,180.0
PAY000004484,SU00004484,CU000677,2022-11-02,Bank Transfer,180.0
PAY000004485,SU00004485,CU000677,2023-10-26,Cash,180.0
PAY000004486,SU00004486,CU000677,2024-11-01,Debit Card,180.0
PAY000004487,SU00004487,CU000678,2022-11-13,Debit Card,10.0
PAY000004488,SU00004488,CU000678,2022-12-11,Debit Card,90.0
PAY000004489,SU00004489,CU000678,2023-12-11,Debit Card,90.0
PAY000004490,SU00004490,CU000678,2024-12-10,Debit Card,90.0
PAY000004491,SU00004491,CU000679,2022-11-26,Credit Card,180.0
PAY000004492,SU00004492,CU000679,2023-11-26,Credit Card,180.0
PAY000004493,SU00004493,CU000679,2024-11-25,Credit Card,180.0
PAY000004494,SU00004494,CU000679,2023-05-01,Credit Card,15.0
PAY000004495,SU00004495,CU000679,2023-05-29,Credit Card,15.0
PAY000004496,SU00004496,CU000679,2023-06-26,Credit Card,15.0
PAY000004497,SU00004497,CU000679,2023-07-24,Credit Card,15.0
PAY000004498,SU00004498,CU000679,2023-08-21,Credit Card,15.0
PAY000004499,SU00004499,CU000679,2023-09-18,Credit Card,15.0
PAY000004500,SU00004500,CU000679,2023-10-16,Credit Card,15.0
PAY000004501,SU00004501,CU000679,2023-11-13,Bank Transfer,15.0
PAY000004502,SU00004502,CU000679,2023-12-11,Credit Card,15.0
PAY000004503,SU00004503,CU000679,2024-01-08,Credit Card,135.0
PAY000004504,SU00004504,CU000679,2025-01-07,Credit Card,135.0
PAY000004505,SU00004505,CU000680,2022-11-01,Cash,10.0
PAY000004506,SU00004506,CU000680,2022-12-06,Credit Card,90.0
PAY000004507,SU00004507,CU000680,2023-11-29,Cash,90.0
PAY000004508,SU00004508,CU000680,2024-11-28,Cash,135.0
PAY000004509,SU00004509,CU000681,2022-11-03,Credit Card,135.0
PAY000004510,SU00004510,CU000681,2023-11-03,Credit Card,135.0
PAY000004511,SU00004511,CU000681,2024-11-02,Credit Card,135.0
PAY000004512,SU00004512,CU000681,2023-03-06,Credit Card,10.0
PAY000004513,SU00004513,CU000681,2023-04-03,Credit Card,10.0
PAY000004514,SU00004514,CU000681,2023-05-01,Credit Card,10.0
PAY000004515,SU00004515,CU000681,2023-05-29,Credit Card,10.0
PAY000004516,SU00004516,CU000681,2023-06-26,Credit Card,90.0
PAY000004517,SU00004517,CU000681,2024-06-25,Credit Card,135.0
PAY000004518,SU00004518,CU000682,2022-11-07,Credit Card,10.0
PAY000004519,SU00004519,CU000682,2022-12-05,Credit Card,10.0
PAY000004520,SU00004520,CU000682,2023-01-02,Credit Card,90.0
PAY000004521,SU00004521,CU000682,2024-01-02,Credit Card,135.0
PAY000004522,SU00004522,CU000682,2025-01-01,Credit Card,135.0
PAY000004523,SU00004523,CU000683,2022-10-29,Cash,90.0
PAY000004524,SU00004524,CU000683,2023-10-28,Cash,90.0
PAY000004525,SU00004525,CU000683,2024-10-28,Cash,90.0
PAY000004526,SU00004526,CU000684,2022-11-17,Cash,15.0
PAY000004527,SU00004527,CU000684,2022-12-14,Cash,15.0
PAY000004528,SU00004528,CU000684,2023-01-12,Cash,15.0
PAY000004529,SU00004529,CU000684,2023-02-07,Cash,135.0
PAY000004530,SU00004530,CU000684,2024-02-08,Cash,135.0
PAY000004531,SU00004531,CU000684,2025-02-08,Cash,135.0
PAY000004532,SU00004532,CU000685,2022-11-05,Bank Transfer,90.0
PAY000004533,SU00004533,CU000685,2023-11-05,Bank Transfer,90.0
PAY000004534,SU00004534,CU000685,2024-11-04,Bank Transfer,90.0
PAY000004535,SU00004535,CU000685,2023-03-24,Bank Transfer,135.0
PAY000004536,SU00004536,CU000685,2024-03-23,Bank Transfer,135.0
PAY000004537,SU00004537,CU000685,2023-06-08,Bank Transfer,180.0
PAY000004538,SU00004538,CU000685,2024-06-07,Bank Transfer,180.0
PAY000004539,SU00004539,CU000686,2022-11-13,Credit Card,10.0
PAY000004540,SU00004540,CU000686,2022-12-11,Credit Card,10.0
PAY000004541,SU00004541,CU000686,2023-01-08,Credit Card,10.0
PAY000004542,SU00004542,CU000686,2023-02-05,Credit Card,10.0
PAY000004543,SU00004543,CU000686,2023-03-05,Credit Card,10.0
PAY000004544,SU00004544,CU000686,2023-04-02,Credit Card,10.0
PAY000004545,SU00004545,CU000686,2023-04-30,Debit Card,10.0
PAY000004546,SU00004546,CU000686,2023-05-28,Credit Card,90.0
PAY000004547,SU00004547,CU000686,2024-05-27,Credit Card,90.0
PAY000004548,SU00004548,CU000687,2022-11-21,Cash,90.0
PAY000004549,SU00004549,CU000687,2023-11-28,Credit Card,135.0
PAY000004550,SU00004550,CU000687,2024-11-27,Credit Card,135.0
PAY000004551,SU00004551,CU000688,2022-10-30,Cash,20.0
PAY000004552,SU00004552,CU000688,2022-12-03,Debit Card,20.0
PAY000004553,SU00004553,CU000688,2022-12-25,Cash,20.0
PAY000004554,SU00004554,CU000688,2023-01-22,Cash,20.0
PAY000004555,SU00004555,CU000688,2023-02-18,Cash,20.0
PAY000004556,SU00004556,CU000688,2023-03-18,Cash,20.0
PAY000004557,SU00004557,CU000688,2023-04-16,Cash,180.0
PAY000004558,SU00004558,CU000688,2024-04-21,Credit Card,180.0
PAY000004559,SU00004559,CU000689,2022-11-01,Credit Card,180.0
PAY000004560,SU00004560,CU000689,2023-11-01,Credit Card,180.0
PAY000004561,SU00004561,CU000689,2024-10-31,Credit Card,180.0
PAY000004562,SU00004562,CU000690,2022-10-30,Cash,15.0
PAY000004563,SU00004563,CU000690,2022-11-27,Cash,15.0
PAY000004564,SU00004564,CU000690,2023-01-01,Debit Card,15.0
PAY000004565,SU00004565,CU000690,2023-01-22,Cash,15.0
PAY000004566,SU00004566,CU000690,2023-02-21,Cash,15.0
PAY000004567,SU00004567,CU000690,2023-03-21,Cash,15.0
PAY000004568,SU00004568,CU000690,2023-04-16,Cash,15.0
PAY000004569,SU00004569,CU000690,2023-05-21,Credit Card,135.0
PAY000004570,SU00004570,CU000690,2024-05-13,Cash,135.0
PAY000004571,SU00004571,CU000691,2022-11-11,Cash,90.0
PAY000004572,SU00004572,CU000691,2023-11-11,Cash,90.0
PAY000004573,SU00004573,CU000691,2024-11-09,Cash,90.0
PAY000004574,SU00004574,CU000692,2022-11-04,Cash,135.0
PAY000004575,SU00004575,CU000692,2023-11-04,Cash,135.0
PAY000004576,SU00004576,CU000692,2024-11-03,Cash,135.0
PAY000004577,SU00004577,CU000693,2022-11-06,Credit Card,15.0
PAY000004578,SU00004578,CU000693,2022-12-04,Debit Card,15.0
PAY000004579,SU00004579,CU000693,2023-01-01,Credit Card,15.0
PAY000004580,SU00004580,CU000693,2023-01-29,Credit Card,15.0
PAY000004581,SU00004581,CU000693,2023-02-26,Credit Card,15.0
PAY000004582,SU00004582,CU000693,2023-03-26,Credit Card,15.0
PAY000004583,SU00004583,CU000693,2023-04-23,Credit Card,15.0
PAY000004584,SU00004584,CU000693,2023-05-21,Credit Card,15.0
PAY000004585,SU00004585,CU000693,2023-06-18,Credit Card,15.0
PAY000004586,SU00004586,CU000693,2023-07-16,Credit Card,15.0
PAY000004587,SU00004587,CU000693,2023-08-13,Credit Card,15.0
PAY000004588,SU00004588,CU000693,2023-09-10,Debit Card,135.0
PAY000004589,SU00004589,CU000693,2024-09-09,Credit Card,180.0
PAY000004590,SU00004590,CU000694,2022-11-19,Cash,10.0
PAY000004591,SU00004591,CU000694,2022-12-17,Cash,10.0
PAY000004592,SU00004592,CU000694,2023-01-15,Cash,10.0
PAY000004593,SU00004593,CU000694,2023-02-11,Cash,10.0
PAY000004594,SU00004594,CU000694,2023-03-17,Credit Card,90.0
PAY000004595,SU00004595,CU000694,2024-03-16,Credit Card,90.0
PAY000004596,SU00004596,CU000695,2022-11-28,Debit Card,15.0
PAY000004597,SU00004597,CU000695,2022-12-26,Debit Card,15.0
PAY000004598,SU00004598,CU000695,2023-01-23,Debit Card,15.0
PAY000004599,SU00004599,CU000695,2023-02-20,Debit Card,135.0
PAY000004600,SU00004600,CU000695,2024-02-20,Debit Card,135.0
PAY000004601,SU00004601,CU000695,2025-02-19,Debit Card,135.0
PAY000004602,SU00004602,CU000696,2022-11-22,Debit Card,180.0
PAY000004603,SU00004603,CU000696,2023-11-22,Credit Card,180.0
PAY000004604,SU00004604,CU000696,2024-11-21,Debit Card,180.0
PAY000004605,SU00004605,CU000697,2022-11-01,Debit Card,135.0
PAY000004606,SU00004606,CU000697,2023-11-01,Debit Card,135.0
PAY000004607,SU00004607,CU000697,2024-10-31,Debit Card,135.0
PAY000004608,SU00004608,CU000698,2022-11-02,Credit Card,135.0
PAY000004609,SU00004609,CU000698,2023-11-02,Credit Card,135.0
PAY000004610,SU00004610,CU000698,2024-11-01,Credit Card,135.0
PAY000004611,SU00004611,CU000699,2022-11-25,Bank Transfer,10.0
PAY000004612,SU00004612,CU000699,2022-12-23,Bank Transfer,10.0
PAY000004613,SU00004613,CU000699,2023-01-20,Bank Transfer,90.0
PAY000004614,SU00004614,CU000699,2024-01-20,Bank Transfer,135.0
PAY000004615,SU00004615,CU000699,2025-01-19,Bank Transfer,135.0
PAY000004616,SU00004616,CU000700,2022-11-11,Bank Transfer,90.0
PAY000004617,SU00004617,CU000700,2023-11-11,Bank Transfer,90.0
PAY000004618,SU00004618,CU000700,2024-11-05,Cash,90.0
PAY000004619,SU00004619,CU000700,2023-02-03,Bank Transfer,15.0
PAY000004620,SU00004620,CU000700,2023-03-03,Bank Transfer,15.0
PAY000004621,SU00004621,CU000700,2023-03-31,Bank Transfer,15.0
PAY000004622,SU00004622,CU000700,2023-04-28,Bank Transfer,15.0
PAY000004623,SU00004623,CU000700,2023-05-26,Bank Transfer,15.0
PAY000004624,SU00004624,CU000700,2023-06-23,Bank Transfer,15.0
PAY000004625,SU00004625,CU000700,2023-07-21,Bank Transfer,15.0
PAY000004626,SU00004626,CU000700,2023-08-18,Bank Transfer,15.0
PAY000004627,SU00004627,CU000700,2023-09-15,Bank Transfer,135.0
PAY000004628,SU00004628,CU000700,2024-09-14,Bank Transfer,135.0
PAY000004629,SU00004629,CU000701,2022-11-16,Credit Card,10.0
PAY000004630,SU00004630,CU000701,2022-12-14,Credit Card,10.0
PAY000004631,SU00004631,CU000701,2023-01-11,Credit Card,10.0
PAY000004632,SU00004632,CU000701,2023-02-08,Credit Card,90.0
PAY000004633,SU00004633,CU000701,2024-02-08,Credit Card,90.0
PAY000004634,SU00004634,CU000701,2025-02-07,Credit Card,135.0
PAY000004635,SU00004635,CU000702,2022-11-13,Credit Card,90.0
PAY000004636,SU00004636,CU000702,2023-11-13,Credit Card,90.0
PAY000004637,SU00004637,CU000702,2024-11-12,Credit Card,90.0
PAY000004638,SU00004638,CU000703,2022-11-08,Bank Transfer,180.0
PAY000004639,SU00004639,CU000703,2023-11-08,Bank Transfer,180.0
PAY000004640,SU00004640,CU000703,2024-11-07,Bank Transfer,180.0
PAY000004641,SU00004641,CU000703,2023-04-22,Bank Transfer,180.0
PAY000004642,SU00004642,CU000703,2024-04-21,Bank Transfer,180.0
PAY000004643,SU00004643,CU000703,2023-07-17,Bank Transfer,90.0
PAY000004644,SU00004644,CU000703,2024-07-16,Debit Card,90.0
PAY000004645,SU00004645,CU000704,2022-12-24,Credit Card,20.0
PAY000004646,SU00004646,CU000704,2023-01-21,Credit Card,180.0
PAY000004647,SU00004647,CU000704,2024-01-21,Credit Card,180.0
PAY000004648,SU00004648,CU000704,2025-01-20,Credit Card,180.0
PAY000004649,SU00004649,CU000704,2023-05-05,Credit Card,15.0
PAY000004650,SU00004650,CU000704,2023-06-02,Credit Card,15.0
PAY000004651,SU00004651,CU000704,2023-06-30,Bank Transfer,15.0
PAY000004652,SU00004652,CU000704,2023-07-28,Credit Card,15.0
PAY000004653,SU00004653,CU000704,2023-08-25,Credit Card,15.0
PAY000004654,SU00004654,CU000704,2023-09-22,Credit Card,135.0
PAY000004655,SU00004655,CU000704,2024-09-21,Credit Card,135.0
PAY000004656,SU00004656,CU000705,2022-12-02,Cash,135.0
PAY000004657,SU00004657,CU000705,2023-12-02,Cash,135.0
PAY000004658,SU00004658,CU000705,2024-12-07,Bank Transfer,135.0
PAY000004659,SU00004659,CU000706,2022-12-12,Debit Card,10.0
PAY000004660,SU00004660,CU000706,2023-01-09,Debit Card,90.0
PAY000004661,SU00004661,CU000706,2024-01-09,Debit Card,135.0
PAY000004662,SU00004662,CU000706,2025-01-08,Debit Card,135.0
PAY000004663,SU00004663,CU000707,2022-12-19,PayPal,90.0
PAY000004664,SU00004664,CU000707,2023-12-12,Cash,90.0
PAY000004665,SU00004665,CU000707,2024-12-13,Cash,90.0
PAY000004666,SU00004666,CU000708,2022-12-10,Debit Card,10.0
PAY000004667,SU00004667,CU000708,2023-01-07,Bank Transfer,10.0
PAY000004668,SU00004668,CU000708,2023-02-04,Bank Transfer,10.0
PAY000004669,SU00004669,CU000708,2023-03-04,Bank Transfer,10.0
PAY000004670,SU00004670,CU000708,2023-04-01,Bank Transfer,10.0
PAY000004671,SU00004671,CU000708,2023-04-29,Bank Transfer,10.0
PAY000004672,SU00004672,CU000708,2023-05-27,Bank Transfer,10.0
PAY000004673,SU00004673,CU000708,2023-06-24,Credit Card,10.0
PAY000004674,SU00004674,CU000708,2023-07-22,Bank Transfer,10.0
PAY000004675,SU00004675,CU000708,2023-08-19,Credit Card,10.0
PAY000004676,SU00004676,CU000708,2023-09-16,Debit Card,10.0
PAY000004677,SU00004677,CU000708,2023-10-14,Bank Transfer,10.0
PAY000004678,SU00004678,CU000708,2023-11-11,Bank Transfer,10.0
PAY000004679,SU00004679,CU000708,2023-12-09,Bank Transfer,10.0
PAY000004680,SU00004680,CU000708,2024-01-06,Bank Transfer,10.0
PAY000004681,SU00004681,CU000708,2024-02-03,Bank Transfer,10.0
PAY000004682,SU00004682,CU000708,2024-03-02,Bank Transfer,90.0
PAY000004683,SU00004683,CU000709,2022-12-02,Credit Card,10.0
PAY000004684,SU00004684,CU000709,2022-12-30,Credit Card,90.0
PAY000004685,SU00004685,CU000709,2023-12-30,Credit Card,90.0
PAY000004686,SU00004686,CU000709,2024-12-29,Credit Card,90.0
PAY000004687,SU00004687,CU000709,2023-02-15,Credit Card,90.0
PAY000004688,SU00004688,CU000709,2024-02-15,Credit Card,90.0
PAY000004689,SU00004689,CU000710,2022-12-24,Debit Card,15.0
PAY000004690,SU00004690,CU000710,2023-01-15,Cash,15.0
PAY000004691,SU00004691,CU000710,2023-02-18,Debit Card,135.0
PAY000004692,SU00004692,CU000710,2024-02-18,Debit Card,135.0
PAY000004693,SU00004693,CU000710,2025-02-17,Debit Card,135.0
PAY000004694,SU00004694,CU000711,2022-12-25,Bank Transfer,90.0
PAY000004695,SU00004695,CU000711,2023-12-25,Debit Card,90.0
PAY000004696,SU00004696,CU000711,2024-12-24,Credit Card,135.0
PAY000004697,SU00004697,CU000712,2022-12-23,Cash,180.0
PAY000004698,SU00004698,CU000712,2023-12-21,Cash,180.0
PAY000004699,SU00004699,CU000712,2024-12-21,Cash,180.0
PAY000004700,SU00004700,CU000713,2022-12-27,Credit Card,10.0
PAY000004701,SU00004701,CU000713,2023-01-24,Credit Card,90.0
PAY000004702,SU00004702,CU000713,2024-01-24,Bank Transfer,90.0
PAY000004703,SU00004703,CU000713,2025-01-23,Credit Card,135.0
PAY000004704,SU00004704,CU000714,2022-11-30,Cash,180.0
PAY000004705,SU00004705,CU000714,2023-11-30,Cash,180.0
PAY000004706,SU00004706,CU000714,2024-11-28,Cash,180.0
PAY000004707,SU00004707,CU000715,2022-12-03,Bank Transfer,15.0
PAY000004708,SU00004708,CU000715,2022-12-31,Bank Transfer,15.0
PAY000004709,SU00004709,CU000715,2023-01-28,Bank Transfer,135.0
PAY000004710,SU00004710,CU000715,2024-01-28,Bank Transfer,135.0
PAY000004711,SU00004711,CU000715,2025-01-27,Debit Card,135.0
PAY000004712,SU00004712,CU000716,2022-12-17,Debit Card,135.0
PAY000004713,SU00004713,CU000716,2023-12-17,Debit Card,135.0
PAY000004714,SU00004714,CU000717,2022-12-07,Debit Card,90.0
PAY000004715,SU00004715,CU000717,2023-12-07,Debit Card,90.0
PAY000004716,SU00004716,CU000717,2024-12-06,Debit Card,90.0
PAY000004717,SU00004717,CU000718,2022-12-15,Bank Transfer,15.0
PAY000004718,SU00004718,CU000718,2023-01-12,Bank Transfer,15.0
PAY000004719,SU00004719,CU000718,2023-02-09,Bank Transfer,15.0
PAY000004720,SU00004720,CU000718,2023-03-09,Bank Transfer,15.0
PAY000004721,SU00004721,CU000718,2023-04-06,Bank Transfer,15.0
PAY000004722,SU00004722,CU000718,2023-05-04,Bank Transfer,15.0
PAY000004723,SU00004723,CU000718,2023-06-01,Credit Card,15.0
PAY000004724,SU00004724,CU000718,2023-06-29,Bank Transfer,135.0
PAY000004725,SU00004725,CU000718,2024-06-28,Credit Card,135.0
PAY000004726,SU00004726,CU000719,2022-12-22,Credit Card,90.0
PAY000004727,SU00004727,CU000719,2023-12-22,Credit Card,135.0
PAY000004728,SU00004728,CU000719,2024-12-21,Credit Card,135.0
PAY000004729,SU00004729,CU000720,2022-11-28,Cash,15.0
PAY000004730,SU00004730,CU000720,2022-12-28,Cash,15.0
PAY000004731,SU00004731,CU000720,2023-01-30,Debit Card,15.0
PAY000004732,SU00004732,CU000720,2023-02-21,Cash,15.0
PAY000004733,SU00004733,CU000720,2023-03-27,Debit Card,15.0
PAY000004734,SU00004734,CU000720,2023-04-17,Cash,15.0
PAY000004735,SU00004735,CU000720,2023-05-16,Cash,15.0
PAY000004736,SU00004736,CU000720,2023-06-14,Cash,15.0
PAY000004737,SU00004737,CU000720,2023-07-12,Cash,15.0
PAY000004738,SU00004738,CU000720,2023-08-08,Cash,15.0
PAY000004739,SU00004739,CU000720,2023-09-11,Credit Card,15.0
PAY000004740,SU00004740,CU000720,2023-10-03,Cash,15.0
PAY000004741,SU00004741,CU000720,2023-11-06,Credit Card,135.0
PAY000004742,SU00004742,CU000720,2024-11-05,PayPal,135.0
