subscription_id,customer_id,phone_id,plan_id,start_date,end_date
SU00004410,CU000662,PH000874,PL0006,2024/10/31,2025/10/30
SU00004411,CU000663,PH000875,PL0002,2022/11/16,2023/11/15
SU00004412,CU000663,PH000875,PL0002,2023/11/16,2024/11/14
SU00004413,CU000664,PH000876,PL0001,2022/11/10,2022/12/7
SU00004414,CU000664,PH000876,PL0001,2022/12/8,2023/1/4
SU00004415,CU000664,PH000876,PL0001,2023/1/5,2023/2/1
SU00004416,CU000664,PH000876,PL0001,2023/2/2,2023/3/1
SU00004417,CU000664,PH000876,PL0002,2023/3/2,2024/2/29
SU00004418,CU000664,PH000876,PL0002,2024/3/1,2025/2/28
SU00004419,CU000664,PH000876,PL0002,2025/3/1,2026/2/28
SU00004420,CU000665,PH000877,PL0004,2022/11/13,2023/11/12
SU00004421,CU000665,PH000877,PL0006,2023/11/13,2024/11/11
SU00004422,CU000665,PH000877,PL0006,2024/11/12,2025/11/11
SU00004423,CU000666,PH000878,PL0003,2022/11/25,2022/12/22
SU00004424,CU000666,PH000878,PL0003,2022/12/23,2023/1/19
SU00004425,CU000666,PH000878,PL0003,2023/1/20,2023/2/16
SU00004426,CU000666,PH000878,PL0003,2023/2/17,2023/3/16
SU00004427,CU000666,PH000878,PL0003,2023/3/17,2023/4/13
SU00004428,CU000666,PH000878,PL0004,2023/4/14,2024/4/12
SU00004429,CU000666,PH000878,PL0006,2024/4/13,2025/4/12
SU00004430,CU000667,PH000879,PL0001,2022/11/14,2022/12/11
SU00004431,CU000667,PH000879,PL0001,2022/12/12,2023/1/8
SU00004432,CU000667,PH000879,PL0001,2023/1/9,2023/2/5
SU00004433,CU000667,PH000879,PL0001,2023/2/6,2023/3/5
SU00004434,CU000667,PH000879,PL0001,2023/3/6,2023/4/2
SU00004435,CU000667,PH000879,PL0001,2023/4/3,2023/4/30
SU00004436,CU000667,PH000879,PL0001,2023/5/1,2023/5/28
SU00004437,CU000667,PH000879,PL0001,2023/5/29,2023/6/25
SU00004438,CU000667,PH000879,PL0002,2023/6/26,2024/6/24
SU00004439,CU000667,PH000879,PL0004,2024/6/25,2025/6/24
SU00004440,CU000668,PH000880,PL0006,2022/11/22,2023/11/21
SU00004441,CU000668,PH000880,PL0006,2023/11/22,2024/11/20
SU00004442,CU000668,PH000880,PL0006,2024/11/21,2025/11/20
SU00004443,CU000669,PH000881,PL0004,2022/11/27,2023/11/26
SU00004444,CU000669,PH000881,PL0004,2023/11/27,2024/11/25
SU00004445,CU000669,PH000881,PL0004,2024/11/26,2025/11/25
SU00004446,CU000670,PH000882,PL0001,2022/11/6,2022/12/3
SU00004447,CU000670,PH000882,PL0001,2022/12/4,2022/12/31
SU00004448,CU000670,PH000882,PL0001,2023/1/1,2023/1/28
SU00004449,CU000670,PH000882,PL0001,2023/1/29,2023/2/25
SU00004450,CU000670,PH000882,PL0002,2023/2/26,2024/2/25
SU00004451,CU000670,PH000882,PL0002,2024/2/26,2025/2/24
SU00004452,CU000670,PH000882,PL0002,2025/2/25,2026/2/24
SU00004453,CU000671,PH000883,PL0002,2022/11/5,2023/11/4
SU00004454,CU000671,PH000883,PL0002,2023/11/5,2024/11/3
SU00004455,CU000671,PH000883,PL0002,2024/11/4,2025/11/3
SU00004456,CU000671,PH000884,PL0006,2023/3/14,2024/3/12
SU00004457,CU000671,PH000884,PL0006,2024/3/13,2025/3/12
SU00004458,CU000672,PH000885,PL0006,2022/11/1,2023/10/31
SU00004459,CU000672,PH000885,PL0006,2023/11/1,2024/10/30
SU00004460,CU000672,PH000885,PL0006,2024/10/31,2025/10/30
SU00004461,CU000673,PH000886,PL0003,2022/11/23,2022/12/20
SU00004462,CU000673,PH000886,PL0003,2022/12/21,2023/1/17
SU00004463,CU000673,PH000886,PL0003,2023/1/18,2023/2/14
SU00004464,CU000673,PH000886,PL0003,2023/2/15,2023/3/14
SU00004465,CU000673,PH000886,PL0003,2023/3/15,2023/4/11
SU00004466,CU000673,PH000886,PL0003,2023/4/12,2023/5/9
SU00004467,CU000673,PH000886,PL0003,2023/5/10,2023/6/6
SU00004468,CU000673,PH000886,PL0004,2023/6/7,2024/6/5
SU00004469,CU000673,PH000886,PL0006,2024/6/6,2025/6/5
SU00004470,CU000674,PH000887,PL0002,2022/11/17,2023/11/16
SU00004471,CU000674,PH000887,PL0002,2023/11/17,2024/11/15
SU00004472,CU000674,PH000887,PL0002,2024/11/16,2025/11/15
SU00004473,CU000675,PH000888,PL0004,2022/11/17,2023/11/16
SU00004474,CU000675,PH000888,PL0004,2023/11/17,2024/11/15
SU00004475,CU000675,PH000888,PL0004,2024/11/16,2025/11/15
SU00004476,CU000675,PH000889,PL0001,2023/1/6,2023/2/2
SU00004477,CU000675,PH000889,PL0001,2023/2/3,2023/3/2
SU00004478,CU000675,PH000889,PL0001,2023/3/3,2023/3/30
SU00004479,CU000675,PH000889,PL0002,2023/3/31,2024/3/29
SU00004480,CU000675,PH000889,PL0002,2024/3/30,2025/3/29
SU00004481,CU000676,PH000890,PL0004,2022/11/15,2023/11/14
SU00004482,CU000676,PH000890,PL0006,2023/11/15,2024/11/13
SU00004483,CU000676,PH000890,PL0006,2024/11/14,2025/11/13
SU00004484,CU000677,PH000891,PL0006,2022/11/2,2023/11/1
SU00004485,CU000677,PH000891,PL0006,2023/11/2,2024/10/31
SU00004486,CU000677,PH000891,PL0006,2024/11/1,2025/10/31
SU00004487,CU000678,PH000892,PL0001,2022/11/13,2022/12/10
SU00004488,CU000678,PH000892,PL0002,2022/12/11,2023/12/10
SU00004489,CU000678,PH000892,PL0002,2023/12/11,2024/12/9
SU00004490,CU000678,PH000892,PL0002,2024/12/10,2025/12/9
SU00004491,CU000679,PH000893,PL0006,2022/11/26,2023/11/25
SU00004492,CU000679,PH000893,PL0006,2023/11/26,2024/11/24
SU00004493,CU000679,PH000893,PL0006,2024/11/25,2025/11/24
SU00004494,CU000679,PH000894,PL0003,2023/5/1,2023/5/28
SU00004495,CU000679,PH000894,PL0003,2023/5/29,2023/6/25
SU00004496,CU000679,PH000894,PL0003,2023/6/26,2023/7/23
SU00004497,CU000679,PH000894,PL0003,2023/7/24,2023/8/20
SU00004498,CU000679,PH000894,PL0003,2023/8/21,2023/9/17
SU00004499,CU000679,PH000894,PL0003,2023/9/18,2023/10/15
SU00004500,CU000679,PH000894,PL0003,2023/10/16,2023/11/12
SU00004501,CU000679,PH000894,PL0003,2023/11/13,2023/12/10
SU00004502,CU000679,PH000894,PL0003,2023/12/11,2024/1/7
SU00004503,CU000679,PH000894,PL0004,2024/1/8,2025/1/6
SU00004504,CU000679,PH000894,PL0004,2025/1/7,2026/1/6
SU00004505,CU000680,PH000895,PL0001,2022/11/8,2022/12/5
SU00004506,CU000680,PH000895,PL0002,2022/12/6,2023/12/5
SU00004507,CU000680,PH000895,PL0002,2023/12/6,2024/12/4
SU00004508,CU000680,PH000895,PL0004,2024/12/5,2025/12/4
SU00004509,CU000681,PH000896,PL0004,2022/11/3,2023/11/2
SU00004510,CU000681,PH000896,PL0004,2023/11/3,2024/11/1
SU00004511,CU000681,PH000896,PL0004,2024/11/2,2025/11/1
SU00004512,CU000681,PH000897,PL0001,2023/3/6,2023/4/2
SU00004513,CU000681,PH000897,PL0001,2023/4/3,2023/4/30
SU00004514,CU000681,PH000897,PL0001,2023/5/1,2023/5/28
SU00004515,CU000681,PH000897,PL0001,2023/5/29,2023/6/25
SU00004516,CU000681,PH000897,PL0002,2023/6/26,2024/6/24
SU00004517,CU000681,PH000897,PL0004,2024/6/25,2025/6/24
SU00004518,CU000682,PH000898,PL0001,2022/11/7,2022/12/4
SU00004519,CU000682,PH000898,PL0001,2022/12/5,2023/1/1
SU00004520,CU000682,PH000898,PL0002,2023/1/2,2024/1/1
SU00004521,CU000682,PH000898,PL0004,2024/1/2,2024/12/31
SU00004522,CU000682,PH000898,PL0004,2025/1/1,2025/12/31
SU00004523,CU000683,PH000899,PL0002,2022/11/4,2023/11/3
SU00004524,CU000683,PH000899,PL0002,2023/11/4,2024/11/2
SU00004525,CU000683,PH000899,PL0002,2024/11/3,2025/11/2
SU00004526,CU000684,PH000900,PL0003,2022/11/22,2022/12/19
SU00004527,CU000684,PH000900,PL0003,2022/12/20,2023/1/16
SU00004528,CU000684,PH000900,PL0003,2023/1/17,2023/2/13
SU00004529,CU000684,PH000900,PL0004,2023/2/14,2024/2/13
SU00004530,CU000684,PH000900,PL0004,2024/2/14,2025/2/12
SU00004531,CU000684,PH000900,PL0004,2025/2/13,2026/2/12
SU00004532,CU000685,PH000901,PL0002,2022/11/5,2023/11/4
SU00004533,CU000685,PH000901,PL0002,2023/11/5,2024/11/3
SU00004534,CU000685,PH000901,PL0002,2024/11/4,2025/11/3
SU00004535,CU000685,PH000902,PL0004,2023/3/24,2024/3/22
SU00004536,CU000685,PH000902,PL0004,2024/3/23,2025/3/22
SU00004537,CU000685,PH000903,PL0006,2023/6/8,2024/6/6
SU00004538,CU000685,PH000903,PL0006,2024/6/7,2025/6/6
SU00004539,CU000686,PH000904,PL0001,2022/11/13,2022/12/10
SU00004540,CU000686,PH000904,PL0001,2022/12/11,2023/1/7
SU00004541,CU000686,PH000904,PL0001,2023/1/8,2023/2/4
SU00004542,CU000686,PH000904,PL0001,2023/2/5,2023/3/4
SU00004543,CU000686,PH000904,PL0001,2023/3/5,2023/4/1
SU00004544,CU000686,PH000904,PL0001,2023/4/2,2023/4/29
SU00004545,CU000686,PH000904,PL0001,2023/4/30,2023/5/27
SU00004546,CU000686,PH000904,PL0002,2023/5/28,2024/5/26
SU00004547,CU000686,PH000904,PL0002,2024/5/27,2025/5/26
SU00004548,CU000687,PH000905,PL0002,2022/11/28,2023/11/27
SU00004549,CU000687,PH000905,PL0004,2023/11/28,2024/11/26
SU00004550,CU000687,PH000905,PL0004,2024/11/27,2025/11/26
SU00004551,CU000688,PH000906,PL0005,2022/11/5,2022/12/2
SU00004552,CU000688,PH000906,PL0005,2022/12/3,2022/12/30
SU00004553,CU000688,PH000906,PL0005,2022/12/31,2023/1/27
SU00004554,CU000688,PH000906,PL0005,2023/1/28,2023/2/24
SU00004555,CU000688,PH000906,PL0005,2023/2/25,2023/3/24
SU00004556,CU000688,PH000906,PL0005,2023/3/25,2023/4/21
SU00004557,CU000688,PH000906,PL0006,2023/4/22,2024/4/20
SU00004558,CU000688,PH000906,PL0006,2024/4/21,2025/4/20
SU00004559,CU000689,PH000907,PL0006,2022/11/1,2023/10/31
SU00004560,CU000689,PH000907,PL0006,2023/11/1,2024/10/30
SU00004561,CU000689,PH000907,PL0006,2024/10/31,2025/10/30
SU00004562,CU000690,PH000908,PL0003,2022/11/6,2022/12/3
SU00004563,CU000690,PH000908,PL0003,2022/12/4,2022/12/31
SU00004564,CU000690,PH000908,PL0003,2023/1/1,2023/1/28
SU00004565,CU000690,PH000908,PL0003,2023/1/29,2023/2/25
SU00004566,CU000690,PH000908,PL0003,2023/2/26,2023/3/25
SU00004567,CU000690,PH000908,PL0003,2023/3/26,2023/4/22
SU00004568,CU000690,PH000908,PL0003,2023/4/23,2023/5/20
SU00004569,CU000690,PH000908,PL0004,2023/5/21,2024/5/19
SU00004570,CU000690,PH000908,PL0004,2024/5/20,2025/5/19
SU00004571,CU000691,PH000909,PL0002,2022/11/17,2023/11/16
SU00004572,CU000691,PH000909,PL0002,2023/11/17,2024/11/15
SU00004573,CU000691,PH000909,PL0002,2024/11/16,2025/11/15
SU00004574,CU000692,PH000910,PL0004,2022/11/10,2023/11/9
SU00004575,CU000692,PH000910,PL0004,2023/11/10,2024/11/8
SU00004576,CU000692,PH000910,PL0004,2024/11/9,2025/11/8
SU00004577,CU000693,PH000911,PL0003,2022/11/6,2022/12/3
SU00004578,CU000693,PH000911,PL0003,2022/12/4,2022/12/31
SU00004579,CU000693,PH000911,PL0003,2023/1/1,2023/1/28
SU00004580,CU000693,PH000911,PL0003,2023/1/29,2023/2/25
SU00004581,CU000693,PH000911,PL0003,2023/2/26,2023/3/25
SU00004582,CU000693,PH000911,PL0003,2023/3/26,2023/4/22
SU00004583,CU000693,PH000911,PL0003,2023/4/23,2023/5/20
SU00004584,CU000693,PH000911,PL0003,2023/5/21,2023/6/17
SU00004585,CU000693,PH000911,PL0003,2023/6/18,2023/7/15
SU00004586,CU000693,PH000911,PL0003,2023/7/16,2023/8/12
SU00004587,CU000693,PH000911,PL0003,2023/8/13,2023/9/9
SU00004588,CU000693,PH000911,PL0004,2023/9/10,2024/9/8
SU00004589,CU000693,PH000911,PL0006,2024/9/9,2025/9/8
SU00004590,CU000694,PH000912,PL0001,2022/11/25,2022/12/22
SU00004591,CU000694,PH000912,PL0001,2022/12/23,2023/1/19
SU00004592,CU000694,PH000912,PL0001,2023/1/20,2023/2/16
SU00004593,CU000694,PH000912,PL0001,2023/2/17,2023/3/16
SU00004594,CU000694,PH000912,PL0002,2023/3/17,2024/3/15
SU00004595,CU000694,PH000912,PL0002,2024/3/16,2025/3/15
SU00004596,CU000695,PH000913,PL0003,2022/11/28,2022/12/25
SU00004597,CU000695,PH000913,PL0003,2022/12/26,2023/1/22
SU00004598,CU000695,PH000913,PL0003,2023/1/23,2023/2/19
SU00004599,CU000695,PH000913,PL0004,2023/2/20,2024/2/19
SU00004600,CU000695,PH000913,PL0004,2024/2/20,2025/2/18
SU00004601,CU000695,PH000913,PL0004,2025/2/19,2026/2/18
SU00004602,CU000696,PH000914,PL0006,2022/11/22,2023/11/21
SU00004603,CU000696,PH000914,PL0006,2023/11/22,2024/11/20
SU00004604,CU000696,PH000914,PL0006,2024/11/21,2025/11/20
SU00004605,CU000697,PH000915,PL0004,2022/11/1,2023/10/31
SU00004606,CU000697,PH000915,PL0004,2023/11/1,2024/10/30
SU00004607,CU000697,PH000915,PL0004,2024/10/31,2025/10/30
SU00004608,CU000698,PH000916,PL0004,2022/11/2,2023/11/1
SU00004609,CU000698,PH000916,PL0004,2023/11/2,2024/10/31
SU00004610,CU000698,PH000916,PL0004,2024/11/1,2025/10/31
SU00004611,CU000699,PH000917,PL0001,2022/11/25,2022/12/22
SU00004612,CU000699,PH000917,PL0001,2022/12/23,2023/1/19
SU00004613,CU000699,PH000917,PL0002,2023/1/20,2024/1/19
SU00004614,CU000699,PH000917,PL0004,2024/1/20,2025/1/18
SU00004615,CU000699,PH000917,PL0004,2025/1/19,2026/1/18
SU00004616,CU000700,PH000918,PL0002,2022/11/11,2023/11/10
SU00004617,CU000700,PH000918,PL0002,2023/11/11,2024/11/9
SU00004618,CU000700,PH000918,PL0002,2024/11/10,2025/11/9
SU00004619,CU000700,PH000919,PL0003,2023/2/3,2023/3/2
SU00004620,CU000700,PH000919,PL0003,2023/3/3,2023/3/30
SU00004621,CU000700,PH000919,PL0003,2023/3/31,2023/4/27
SU00004622,CU000700,PH000919,PL0003,2023/4/28,2023/5/25
SU00004623,CU000700,PH000919,PL0003,2023/5/26,2023/6/22
SU00004624,CU000700,PH000919,PL0003,2023/6/23,2023/7/20
SU00004625,CU000700,PH000919,PL0003,2023/7/21,2023/8/17
SU00004626,CU000700,PH000919,PL0003,2023/8/18,2023/9/14
SU00004627,CU000700,PH000919,PL0004,2023/9/15,2024/9/13
SU00004628,CU000700,PH000919,PL0004,2024/9/14,2025/9/13
SU00004629,CU000701,PH000920,PL0001,2022/11/16,2022/12/13
SU00004630,CU000701,PH000920,PL0001,2022/12/14,2023/1/10
SU00004631,CU000701,PH000920,PL0001,2023/1/11,2023/2/7
SU00004632,CU000701,PH000920,PL0002,2023/2/8,2024/2/7
SU00004633,CU000701,PH000920,PL0002,2024/2/8,2025/2/6
SU00004634,CU000701,PH000920,PL0004,2025/2/7,2026/2/6
SU00004635,CU000702,PH000921,PL0002,2022/11/13,2023/11/12
SU00004636,CU000702,PH000921,PL0002,2023/11/13,2024/11/11
SU00004637,CU000702,PH000921,PL0002,2024/11/12,2025/11/11
SU00004638,CU000703,PH000922,PL0006,2022/11/8,2023/11/7
SU00004639,CU000703,PH000922,PL0006,2023/11/8,2024/11/6
SU00004640,CU000703,PH000922,PL0006,2024/11/7,2025/11/6
SU00004641,CU000703,PH000923,PL0006,2023/4/22,2024/4/20
SU00004642,CU000703,PH000923,PL0006,2024/4/21,2025/4/20
SU00004643,CU000703,PH000924,PL0002,2023/7/17,2024/7/15
SU00004644,CU000703,PH000924,PL0002,2024/7/16,2025/7/15
SU00004645,CU000704,PH000925,PL0005,2022/12/24,2023/1/20
SU00004646,CU000704,PH000925,PL0006,2023/1/21,2024/1/20
SU00004647,CU000704,PH000925,PL0006,2024/1/21,2025/1/19
SU00004648,CU000704,PH000925,PL0006,2025/1/20,2026/1/19
SU00004649,CU000704,PH000926,PL0003,2023/5/5,2023/6/1
SU00004650,CU000704,PH000926,PL0003,2023/6/2,2023/6/29
SU00004651,CU000704,PH000926,PL0003,2023/6/30,2023/7/27
SU00004652,CU000704,PH000926,PL0003,2023/7/28,2023/8/24
SU00004653,CU000704,PH000926,PL0003,2023/8/25,2023/9/21
SU00004654,CU000704,PH000926,PL0004,2023/9/22,2024/9/20
SU00004655,CU000704,PH000926,PL0004,2024/9/21,2025/9/20
SU00004656,CU000705,PH000927,PL0004,2022/12/8,2023/12/7
SU00004657,CU000705,PH000927,PL0004,2023/12/8,2024/12/6
SU00004658,CU000705,PH000927,PL0004,2024/12/7,2025/12/6
SU00004659,CU000706,PH000928,PL0001,2022/12/12,2023/1/8
SU00004660,CU000706,PH000928,PL0002,2023/1/9,2024/1/8
SU00004661,CU000706,PH000928,PL0004,2024/1/9,2025/1/7
SU00004662,CU000706,PH000928,PL0004,2025/1/8,2026/1/7
SU00004663,CU000707,PH000929,PL0002,2022/12/19,2023/12/18
SU00004664,CU000707,PH000929,PL0002,2023/12/19,2024/12/17
SU00004665,CU000707,PH000929,PL0002,2024/12/18,2025/12/17
SU00004666,CU000708,PH000930,PL0001,2022/12/10,2023/1/6
SU00004667,CU000708,PH000930,PL0001,2023/1/7,2023/2/3
SU00004668,CU000708,PH000930,PL0001,2023/2/4,2023/3/3
SU00004669,CU000708,PH000930,PL0001,2023/3/4,2023/3/31
SU00004670,CU000708,PH000930,PL0001,2023/4/1,2023/4/28
SU00004671,CU000708,PH000930,PL0001,2023/4/29,2023/5/26
SU00004672,CU000708,PH000930,PL0001,2023/5/27,2023/6/23
SU00004673,CU000708,PH000930,PL0001,2023/6/24,2023/7/21
SU00004674,CU000708,PH000930,PL0001,2023/7/22,2023/8/18
SU00004675,CU000708,PH000930,PL0001,2023/8/19,2023/9/15
SU00004676,CU000708,PH000930,PL0001,2023/9/16,2023/10/13
SU00004677,CU000708,PH000930,PL0001,2023/10/14,2023/11/10
SU00004678,CU000708,PH000930,PL0001,2023/11/11,2023/12/8
SU00004679,CU000708,PH000930,PL0001,2023/12/9,2024/1/5
SU00004680,CU000708,PH000930,PL0001,2024/1/6,2024/2/2
SU00004681,CU000708,PH000930,PL0001,2024/2/3,2024/3/1
SU00004682,CU000708,PH000930,PL0002,2024/3/2,2025/3/1
SU00004683,CU000709,PH000931,PL0001,2022/12/2,2022/12/29
SU00004684,CU000709,PH000931,PL0002,2022/12/30,2023/12/29
SU00004685,CU000709,PH000931,PL0002,2023/12/30,2024/12/28
SU00004686,CU000709,PH000931,PL0002,2024/12/29,2025/12/28
SU00004687,CU000709,PH000932,PL0002,2023/2/15,2024/2/14
SU00004688,CU000709,PH000932,PL0002,2024/2/15,2025/2/13
SU00004689,CU000710,PH000933,PL0003,2022/12/24,2023/1/20
SU00004690,CU000710,PH000933,PL0003,2023/1/21,2023/2/17
SU00004691,CU000710,PH000933,PL0004,2023/2/18,2024/2/17
SU00004692,CU000710,PH000933,PL0004,2024/2/18,2025/2/16
SU00004693,CU000710,PH000933,PL0004,2025/2/17,2026/2/16
SU00004694,CU000711,PH000934,PL0002,2022/12/25,2023/12/24
SU00004695,CU000711,PH000934,PL0002,2023/12/25,2024/12/23
SU00004696,CU000711,PH000934,PL0004,2024/12/24,2025/12/23
SU00004697,CU000712,PH000935,PL0006,2022/12/28,2023/12/27
SU00004698,CU000712,PH000935,PL0006,2023/12/28,2024/12/26
SU00004699,CU000712,PH000935,PL0006,2024/12/27,2025/12/26
SU00004700,CU000713,PH000936,PL0001,2022/12/27,2023/1/23
SU00004701,CU000713,PH000936,PL0002,2023/1/24,2024/1/23
SU00004702,CU000713,PH000936,PL0002,2024/1/24,2025/1/22
SU00004703,CU000713,PH000936,PL0004,2025/1/23,2026/1/22
SU00004704,CU000714,PH000937,PL0006,2022/12/6,2023/12/5
SU00004705,CU000714,PH000937,PL0006,2023/12/6,2024/12/4
SU00004706,CU000714,PH000937,PL0006,2024/12/5,2025/12/4
SU00004707,CU000715,PH000938,PL0003,2022/12/3,2022/12/30
SU00004708,CU000715,PH000938,PL0003,2022/12/31,2023/1/27
SU00004709,CU000715,PH000938,PL0004,2023/1/28,2024/1/27
SU00004710,CU000715,PH000938,PL0004,2024/1/28,2025/1/26
SU00004711,CU000715,PH000938,PL0004,2025/1/27,2026/1/26
SU00004712,CU000716,PH000939,PL0004,2022/12/17,2023/12/16
SU00004713,CU000716,PH000939,PL0004,2023/12/17,2024/12/15
SU00004714,CU000717,PH000940,PL0002,2022/12/7,2023/12/6
SU00004715,CU000717,PH000940,PL0002,2023/12/7,2024/12/5
SU00004716,CU000717,PH000940,PL0002,2024/12/6,2025/12/5
SU00004717,CU000718,PH000941,PL0003,2022/12/15,2023/1/11
SU00004718,CU000718,PH000941,PL0003,2023/1/12,2023/2/8
SU00004719,CU000718,PH000941,PL0003,2023/2/9,2023/3/8
SU00004720,CU000718,PH000941,PL0003,2023/3/9,2023/4/5
SU00004721,CU000718,PH000941,PL0003,2023/4/6,2023/5/3
SU00004722,CU000718,PH000941,PL0003,2023/5/4,2023/5/31
SU00004723,CU000718,PH000941,PL0003,2023/6/1,2023/6/28
SU00004724,CU000718,PH000941,PL0004,2023/6/29,2024/6/27
SU00004725,CU000718,PH000941,PL0004,2024/6/28,2025/6/27
SU00004726,CU000719,PH000942,PL0002,2022/12/22,2023/12/21
SU00004727,CU000719,PH000942,PL0004,2023/12/22,2024/12/20
SU00004728,CU000719,PH000942,PL0004,2024/12/21,2025/12/20
SU00004729,CU000720,PH000943,PL0003,2022/12/5,2023/1/1
SU00004730,CU000720,PH000943,PL0003,2023/1/2,2023/1/29
SU00004731,CU000720,PH000943,PL0003,2023/1/30,2023/2/26
SU00004732,CU000720,PH000943,PL0003,2023/2/27,2023/3/26
SU00004733,CU000720,PH000943,PL0003,2023/3/27,2023/4/23
SU00004734,CU000720,PH000943,PL0003,2023/4/24,2023/5/21
SU00004735,CU000720,PH000943,PL0003,2023/5/22,2023/6/18
SU00004736,CU000720,PH000943,PL0003,2023/6/19,2023/7/16
SU00004737,CU000720,PH000943,PL0003,2023/7/17,2023/8/13
SU00004738,CU000720,PH000943,PL0003,2023/8/14,2023/9/10
SU00004739,CU000720,PH000943,PL0003,2023/9/11,2023/10/8
SU00004740,CU000720,PH000943,PL0003,2023/10/9,2023/11/5
SU00004741,CU000720,PH000943,PL0004,2023/11/6,2024/11/4
SU00004742,CU000720,PH000943,PL0004,2024/11/5,2025/11/4
SU00004743,CU000720,PH000944,PL0003,2023/5/9,2023/6/5
SU00004744,CU000720,PH000944,PL0004,2023/6/6,2024/6/4
SU00004745,CU000720,PH000944,PL0004,2024/6/5,2025/6/4
SU00004746,CU000720,PH000945,PL0002,2023/7/10,2024/7/8
SU00004747,CU000720,PH000945,PL0002,2024/7/9,2025/7/8
SU00004748,CU000721,PH000946,PL0002,2022/12/26,2023/12/25
SU00004749,CU000721,PH000946,PL0002,2023/12/26,2024/12/24
SU00004750,CU000721,PH000946,PL0002,2024/12/25,2025/12/24
SU00004751,CU000721,PH000947,PL0003,2023/4/30,2023/5/27
SU00004752,CU000721,PH000947,PL0003,2023/5/28,2023/6/24
SU00004753,CU000721,PH000947,PL0003,2023/6/25,2023/7/22
SU00004754,CU000721,PH000947,PL0003,2023/7/23,2023/8/19
SU00004755,CU000721,PH000947,PL0003,2023/8/20,2023/9/16
SU00004756,CU000721,PH000947,PL0003,2023/9/17,2023/10/14
SU00004757,CU000721,PH000947,PL0004,2023/10/15,2024/10/13
SU00004758,CU000721,PH000947,PL0004,2024/10/14,2025/10/13
SU00004759,CU000722,PH000948,PL0004,2022/12/12,2023/12/11
SU00004760,CU000722,PH000948,PL0004,2023/12/12,2024/12/10
SU00004761,CU000722,PH000948,PL0004,2024/12/11,2025/12/10
SU00004762,CU000722,PH000949,PL0003,2023/5/28,2023/6/24
SU00004763,CU000722,PH000949,PL0003,2023/6/25,2023/7/22
SU00004764,CU000722,PH000949,PL0004,2023/7/23,2024/7/21
SU00004765,CU000722,PH000949,PL0004,2024/7/22,2025/7/21
SU00004766,CU000722,PH000950,PL0001,2023/8/19,2023/9/15
SU00004767,CU000722,PH000950,PL0001,2023/9/16,2023/10/13
SU00004768,CU000722,PH000950,PL0001,2023/10/14,2023/11/10
SU00004769,CU000722,PH000950,PL0001,2023/11/11,2023/12/8
SU00004770,CU000722,PH000950,PL0002,2023/12/9,2024/12/7
SU00004771,CU000722,PH000950,PL0004,2024/12/8,2025/12/7
SU00004772,CU000723,PH000951,PL0001,2022/12/5,2023/1/1
SU00004773,CU000723,PH000951,PL0001,2023/1/2,2023/1/29
SU00004774,CU000723,PH000951,PL0001,2023/1/30,2023/2/26
SU00004775,CU000723,PH000951,PL0001,2023/2/27,2023/3/26
SU00004776,CU000723,PH000951,PL0001,2023/3/27,2023/4/23
SU00004777,CU000723,PH000951,PL0001,2023/4/24,2023/5/21
SU00004778,CU000723,PH000951,PL0001,2023/5/22,2023/6/18
SU00004779,CU000723,PH000951,PL0001,2023/6/19,2023/7/16
SU00004780,CU000723,PH000951,PL0001,2023/7/17,2023/8/13
SU00004781,CU000723,PH000951,PL0001,2023/8/14,2023/9/10
SU00004782,CU000723,PH000951,PL0002,2023/9/11,2024/9/9
SU00004783,CU000723,PH000951,PL0002,2024/9/10,2025/9/9
SU00004784,CU000724,PH000952,PL0001,2022/12/16,2023/1/12
SU00004785,CU000724,PH000952,PL0001,2023/1/13,2023/2/9
SU00004786,CU000724,PH000952,PL0002,2023/2/10,2024/2/9
SU00004787,CU000724,PH000952,PL0002,2024/2/10,2025/2/8
SU00004788,CU000724,PH000952,PL0002,2025/2/9,2026/2/8
SU00004789,CU000725,PH000953,PL0003,2022/12/17,2023/1/13
SU00004790,CU000725,PH000953,PL0003,2023/1/14,2023/2/10
SU00004791,CU000725,PH000953,PL0003,2023/2/11,2023/3/10
SU00004792,CU000725,PH000953,PL0004,2023/3/11,2024/3/9
SU00004793,CU000725,PH000953,PL0004,2024/3/10,2025/3/9
SU00004794,CU000726,PH000954,PL0004,2022/12/18,2023/12/17
SU00004795,CU000726,PH000954,PL0004,2023/12/18,2024/12/16
SU00004796,CU000726,PH000954,PL0004,2024/12/17,2025/12/16
SU00004797,CU000727,PH000955,PL0006,2022/12/23,2023/12/22
SU00004798,CU000727,PH000955,PL0006,2023/12/23,2024/12/21
SU00004799,CU000727,PH000955,PL0006,2024/12/22,2025/12/21
SU00004800,CU000728,PH000956,PL0004,2022/12/5,2023/12/4
SU00004801,CU000728,PH000956,PL0004,2023/12/5,2024/12/3
SU00004802,CU000728,PH000956,PL0004,2024/12/4,2025/12/3
SU00004803,CU000729,PH000957,PL0001,2022/12/19,2023/1/15
SU00004804,CU000729,PH000957,PL0001,2023/1/16,2023/2/12
SU00004805,CU000729,PH000957,PL0001,2023/2/13,2023/3/12
SU00004806,CU000729,PH000957,PL0001,2023/3/13,2023/4/9
SU00004807,CU000729,PH000957,PL0001,2023/4/10,2023/5/7
SU00004808,CU000729,PH000957,PL0001,2023/5/8,2023/6/4
