request_id,customer_id,open_time,closed_time,request_type,csr_id
RQ00001563,CU002157,2024-01-25 03:09:00,2024-01-25 03:49:02.396228,General Inquiry,CSR010
RQ00001564,CU000888,2024-06-26 20:25:00,2024-06-26 21:43:10.156197,General Inquiry,CSR013
RQ00001565,CU002030,2024-05-02 12:33:00,2024-05-02 15:42:59.489638,Service & Account Management,CSR007
RQ00001566,CU001424,2024-12-26 22:36:00,2024-12-27 16:43:19.110988,Billing & Payments,CSR012
RQ00001567,CU002322,2024-04-26 01:01:00,2024-04-26 18:40:12.162547,Security & Fraud,CSR008
RQ00001568,CU001441,2024-09-22 01:37:00,2024-09-22 04:25:58.573511,Service & Account Management,CSR013
RQ00001569,CU000112,2024-01-04 08:29:00,2024-01-04 09:52:47.265356,General Inquiry,CSR003
RQ00001570,CU000837,2024-06-01 20:50:00,2024-06-04 06:44:39.482768,Technical Support,CSR012
RQ00001571,CU002004,2024-12-15 10:00:00,2024-12-15 13:55:27.707347,Service & Account Management,CSR001
RQ00001572,CU001815,2024-07-15 05:24:00,2024-07-15 07:35:28.882772,Service & Account Management,CSR008
RQ00001573,CU001816,2024-11-27 12:02:00,2024-11-27 12:24:24.261110,General Inquiry,CSR013
RQ00001574,CU001991,2024-09-26 07:55:00,2024-09-26 08:42:28.714920,Service & Account Management,CSR009
RQ00001575,CU001622,2024-07-28 22:08:00,2024-07-28 23:31:05.392699,Service & Account Management,CSR014
RQ00001576,CU002136,2024-09-10 11:58:00,2024-09-11 03:49:15.429990,Security & Fraud,CSR014
RQ00001577,CU002202,2024-01-21 23:17:00,2024-01-22 01:08:34.229279,General Inquiry,CSR010
RQ00001578,CU000314,2024-08-08 03:58:00,2024-08-08 07:50:46.013618,Service & Account Management,CSR014
RQ00001579,CU002035,2024-09-04 16:16:00,2024-09-05 05:25:27.115516,Security & Fraud,CSR007
RQ00001580,CU001749,2024-05-07 01:42:00,2024-05-07 07:35:09.081399,Service & Account Management,CSR013
RQ00001581,CU001948,2024-02-17 05:35:00,2024-02-17 20:07:38.535172,Security & Fraud,CSR001
RQ00001582,CU002172,2024-10-22 18:06:00,2024-10-22 22:05:04.724546,Service & Account Management,CSR007
RQ00001583,CU000999,2024-05-03 07:56:00,2024-05-03 09:28:48.162111,General Inquiry,CSR007
RQ00001584,CU002340,2024-11-28 00:51:00,2024-11-28 01:58:41.482241,General Inquiry,CSR011
RQ00001585,CU002112,2024-02-25 05:22:00,2024-02-25 07:45:31.604903,Service & Account Management,CSR006
RQ00001586,CU001432,2024-11-04 16:06:00,2024-11-06 15:13:50.877770,Technical Support,CSR007
RQ00001587,CU000543,2024-02-28 04:18:00,2024-02-28 05:46:59.000532,Service & Account Management,CSR006
RQ00001588,CU000338,2024-05-18 05:38:00,2024-05-19 02:31:49.578524,Security & Fraud,CSR001
RQ00001589,CU000395,2024-06-02 09:15:00,2024-06-02 12:54:48.324523,Service & Account Management,CSR011
RQ00001590,CU000988,2024-05-07 19:04:00,2024-05-07 20:49:20.209573,Service & Account Management,CSR013
RQ00001591,CU000296,2024-07-11 03:08:00,2024-07-11 07:21:05.865735,Service & Account Management,CSR008
RQ00001592,CU001916,2024-05-04 05:35:00,2024-05-08 10:54:00.988141,Technical Support,CSR001
RQ00001593,CU000866,2024-06-02 14:15:00,2024-06-02 15:17:51.438994,Service & Account Management,CSR009
RQ00001594,CU001543,2024-01-15 16:03:00,2024-01-15 21:07:44.033877,Service & Account Management,CSR014
RQ00001595,CU002385,2024-07-16 06:34:00,2024-07-16 07:21:38.107192,General Inquiry,CSR002
RQ00001596,CU001097,2024-11-25 12:00:00,2024-11-25 17:25:29.911750,Service & Account Management,CSR002
RQ00001597,CU000954,2024-05-02 15:17:00,2024-05-02 16:58:55.642304,General Inquiry,CSR010
RQ00001598,CU002220,2024-04-26 21:46:00,2024-04-30 21:27:27.243752,Technical Support,CSR012
RQ00001599,CU000253,2024-12-13 23:46:00,2024-12-14 05:44:34.651169,Billing & Payments,CSR007
RQ00001600,CU000538,2024-04-04 07:34:00,2024-04-07 19:02:13.772604,Technical Support,CSR001
RQ00001601,CU000162,2024-10-26 07:05:00,2024-10-26 08:00:32.113981,General Inquiry,CSR015
RQ00001602,CU001928,2024-08-04 10:34:00,2024-08-04 10:42:20.044256,General Inquiry,CSR011
RQ00001603,CU000008,2024-05-27 19:50:00,2024-05-27 21:19:27.564387,General Inquiry,CSR003
RQ00001604,CU000205,2024-05-23 05:31:00,2024-05-26 20:26:36.715223,Technical Support,CSR001
RQ00001605,CU000832,2024-02-26 16:11:00,2024-02-26 16:36:21.680950,General Inquiry,CSR013
RQ00001606,CU001100,2024-06-01 15:54:00,2024-06-02 21:59:46.780445,Security & Fraud,CSR003
RQ00001607,CU000109,2024-12-26 08:23:00,2024-12-27 20:50:24.718985,Security & Fraud,CSR005
RQ00001608,CU001502,2024-10-18 03:21:00,2024-10-20 12:03:21.316413,Technical Support,CSR015
RQ00001609,CU002003,2024-08-04 14:40:00,2024-08-04 16:32:03.387399,General Inquiry,CSR003
RQ00001610,CU001943,2024-02-02 11:00:00,2024-02-02 11:20:08.447875,General Inquiry,CSR011
RQ00001611,CU000384,2024-02-26 20:37:00,2024-02-27 00:00:37.755742,Service & Account Management,CSR014
RQ00001612,CU001403,2024-09-24 20:47:00,2024-09-25 16:55:37.131367,Security & Fraud,CSR012
RQ00001613,CU002054,2024-06-03 00:42:00,2024-06-07 07:37:22.289325,Technical Support,CSR001
RQ00001614,CU001216,2024-05-19 19:45:00,2024-05-20 09:34:20.120678,Security & Fraud,CSR008
RQ00001615,CU001620,2024-08-07 14:35:00,2024-08-12 09:01:23.319424,Technical Support,CSR010
RQ00001616,CU001343,2024-10-02 04:29:00,2024-10-02 07:19:51.792661,Service & Account Management,CSR013
RQ00001617,CU002444,2024-05-28 20:28:00,2024-05-28 22:07:37.040732,Service & Account Management,CSR012
RQ00001618,CU001213,2024-03-26 14:53:00,2024-03-31 19:58:47.487927,Technical Support,CSR001
RQ00001619,CU002040,2024-04-28 05:21:00,2024-04-28 07:08:04.513568,Service & Account Management,CSR007
RQ00001620,CU002440,2024-07-06 09:33:00,2024-07-06 14:40:07.568800,Service & Account Management,CSR003
RQ00001621,CU000701,2024-07-25 23:41:00,2024-07-26 01:41:16.084952,Service & Account Management,CSR012
RQ00001622,CU001212,2024-08-25 10:39:00,2024-08-26 21:01:55.827414,Security & Fraud,CSR007
RQ00001623,CU002428,2024-01-08 18:28:00,2024-01-08 20:12:59.753321,General Inquiry,CSR002
RQ00001624,CU000897,2024-07-13 18:32:00,2024-07-13 21:47:56.468173,Service & Account Management,CSR015
RQ00001625,CU001711,2024-05-22 10:26:00,2024-05-22 18:17:25.410364,Billing & Payments,CSR013
RQ00001626,CU000665,2024-09-28 00:26:00,2024-09-28 11:29:06.022081,Billing & Payments,CSR007
RQ00001627,CU001696,2024-07-07 12:44:00,2024-07-08 19:21:00.850627,Security & Fraud,CSR013
RQ00001628,CU000008,2024-12-28 05:32:00,2024-12-28 07:24:21.203051,General Inquiry,CSR011
RQ00001629,CU000179,2024-05-28 20:57:00,2024-05-29 12:14:09.067462,Billing & Payments,CSR001
RQ00001630,CU000590,2024-05-03 03:16:00,2024-05-03 07:48:20.001090,Service & Account Management,CSR001
RQ00001631,CU002212,2024-11-23 21:22:00,2024-11-24 20:48:13.878633,Security & Fraud,CSR014
RQ00001632,CU002107,2024-12-03 08:13:00,2024-12-06 11:41:55.407310,Technical Support,CSR007
RQ00001633,CU001258,2024-08-02 07:33:00,2024-08-02 21:38:48.015762,Billing & Payments,CSR002
RQ00001634,CU000484,2024-10-02 23:57:00,2024-10-03 04:14:22.599080,Service & Account Management,CSR014
RQ00001635,CU000483,2024-10-02 22:19:00,2024-10-06 21:31:27.011796,Technical Support,CSR009
RQ00001636,CU001711,2024-02-28 01:23:00,2024-02-28 02:17:45.603244,General Inquiry,CSR002
RQ00001637,CU000211,2024-08-27 03:42:00,2024-08-27 05:31:05.616296,General Inquiry,CSR006
RQ00001638,CU002026,2024-03-02 11:04:00,2024-03-02 14:42:08.692629,Service & Account Management,CSR011
RQ00001639,CU000693,2024-04-02 13:56:00,2024-04-04 06:08:44.208948,Technical Support,CSR005
RQ00001640,CU001736,2024-05-14 21:05:00,2024-05-17 05:47:26.527421,Technical Support,CSR007
RQ00001641,CU000419,2024-10-19 19:27:00,2024-10-19 23:44:01.585202,Service & Account Management,CSR012
RQ00001642,CU000519,2024-11-26 17:22:00,2024-11-26 18:12:38.966547,General Inquiry,CSR003
RQ00001643,CU000410,2024-01-01 07:05:00,2024-01-01 08:03:50.521256,Service & Account Management,CSR005
RQ00001644,CU001691,2024-11-10 13:33:00,2024-11-10 19:20:02.819565,Service & Account Management,CSR004
RQ00001645,CU000990,2024-03-05 16:21:00,2024-03-05 18:19:36.978254,General Inquiry,CSR015
RQ00001646,CU001204,2024-02-04 06:56:00,2024-02-04 11:44:38.737488,Service & Account Management,CSR006
RQ00001647,CU002153,2024-12-01 19:32:00,2024-12-07 23:48:49.550310,Technical Support,CSR014
RQ00001648,CU001279,2024-10-02 01:59:00,2024-10-02 04:32:06.887969,Service & Account Management,CSR010
RQ00001649,CU000400,2024-04-05 07:54:00,2024-04-06 03:56:25.449388,Security & Fraud,CSR002
RQ00001650,CU001041,2024-02-21 08:12:00,2024-02-21 21:14:16.780795,Security & Fraud,CSR010
RQ00001651,CU001990,2024-11-26 10:00:00,2024-11-27 11:02:44.074102,Security & Fraud,CSR009
RQ00001652,CU001901,2024-05-03 15:37:00,2024-05-03 16:26:18.373404,General Inquiry,CSR005
RQ00001653,CU001833,2024-01-11 01:00:00,2024-01-11 11:54:56.020899,Technical Support,CSR003
RQ00001654,CU001629,2024-01-26 20:30:00,2024-01-27 05:34:36.015096,Billing & Payments,CSR001
RQ00001655,CU000064,2024-09-12 17:33:00,2024-09-12 22:56:07.213105,Service & Account Management,CSR009
RQ00001656,CU000691,2024-10-13 01:17:00,2024-10-15 09:03:46.473356,Technical Support,CSR010
RQ00001657,CU002481,2024-11-01 01:26:00,2024-11-01 19:37:00.611434,Billing & Payments,CSR009
RQ00001658,CU001482,2024-01-25 18:34:00,2024-01-25 19:34:47.080073,General Inquiry,CSR006
RQ00001659,CU002223,2024-03-28 03:15:00,2024-03-29 11:05:06.595529,Security & Fraud,CSR008
RQ00001660,CU000856,2024-09-26 09:22:00,2024-09-26 13:27:09.917417,Service & Account Management,CSR010
RQ00001661,CU002394,2024-10-04 18:36:00,2024-10-04 19:55:22.338032,Service & Account Management,CSR013
RQ00001662,CU001989,2024-06-14 00:46:00,2024-06-14 02:43:11.043772,Service & Account Management,CSR010
RQ00001663,CU002451,2024-03-05 21:04:00,2024-03-09 07:06:50.088562,Technical Support,CSR007
RQ00001664,CU002334,2024-10-01 17:56:00,2024-10-02 03:28:32.143216,Billing & Payments,CSR002
RQ00001665,CU000310,2024-06-01 05:52:00,2024-06-01 15:44:17.352891,Technical Support,CSR009
RQ00001666,CU000360,2024-10-21 18:57:00,2024-10-21 19:23:37.215363,General Inquiry,CSR015
RQ00001667,CU000998,2024-01-28 12:41:00,2024-01-28 13:36:17.216272,Service & Account Management,CSR005
RQ00001668,CU001704,2024-04-24 02:00:00,2024-04-24 02:34:48.394220,Service & Account Management,CSR009
RQ00001669,CU000617,2024-01-01 15:18:00,2024-01-01 16:58:42.254360,General Inquiry,CSR013
RQ00001670,CU001062,2024-04-26 21:38:00,2024-04-26 22:44:59.581739,Service & Account Management,CSR013
RQ00001671,CU002181,2024-11-22 22:34:00,2024-11-22 23:56:03.815549,Service & Account Management,CSR002
RQ00001672,CU000980,2024-07-01 04:27:00,2024-07-01 19:17:52.834972,Security & Fraud,CSR003
RQ00001673,CU000117,2024-09-01 16:12:00,2024-09-01 19:21:39.759307,Service & Account Management,CSR003
RQ00001674,CU000995,2024-09-21 08:14:00,2024-09-21 13:12:47.920931,Service & Account Management,CSR011
RQ00001675,CU001462,2024-04-27 13:25:00,2024-04-28 12:13:22.575121,Security & Fraud,CSR008
RQ00001676,CU002220,2024-12-03 13:55:00,2024-12-03 18:20:36.445967,Service & Account Management,CSR011
RQ00001677,CU001010,2024-12-09 05:38:00,2024-12-12 17:34:35.009109,Technical Support,CSR012
RQ00001678,CU000535,2024-10-04 06:33:00,2024-10-04 08:00:09.057325,General Inquiry,CSR005
RQ00001679,CU000621,2024-11-12 08:30:00,2024-11-13 08:05:03.223755,Security & Fraud,CSR006
RQ00001680,CU001403,2024-01-12 01:38:00,2024-01-12 12:24:38.715185,Security & Fraud,CSR004
RQ00001681,CU002380,2024-07-17 02:27:00,2024-07-17 04:38:35.559303,Service & Account Management,CSR004
RQ00001682,CU002428,2024-05-03 13:36:00,2024-05-03 18:55:51.753193,Service & Account Management,CSR010
RQ00001683,CU001564,2024-08-27 02:35:00,2024-08-27 04:40:56.817174,Service & Account Management,CSR008
RQ00001684,CU001673,2024-11-23 06:54:00,2024-11-23 11:32:52.679003,Service & Account Management,CSR001
RQ00001685,CU002481,2024-07-09 10:55:00,2024-07-09 16:06:31.906338,Service & Account Management,CSR011
RQ00001686,CU000036,2024-12-12 21:10:00,2024-12-13 00:33:23.691376,Service & Account Management,CSR011
RQ00001687,CU000338,2024-04-26 23:28:00,2024-04-27 00:23:27.945171,General Inquiry,CSR008
RQ00001688,CU000398,2024-01-19 06:01:00,2024-01-26 04:45:58.435898,Technical Support,CSR013
RQ00001689,CU000854,2024-03-04 10:06:00,2024-03-11 08:58:15.402643,Technical Support,CSR008
RQ00001690,CU002483,2024-11-04 08:58:00,2024-11-04 09:43:31.668320,Service & Account Management,CSR014
RQ00001691,CU001077,2024-08-20 15:06:00,2024-08-20 15:49:48.848018,Service & Account Management,CSR014
RQ00001692,CU000300,2024-07-15 06:21:00,2024-07-18 05:32:00.054118,Technical Support,CSR002
RQ00001693,CU001392,2024-06-05 14:33:00,2024-06-05 15:14:46.713900,General Inquiry,CSR013
RQ00001694,CU000024,2024-07-28 06:25:00,2024-07-29 00:55:46.862276,Billing & Payments,CSR004
RQ00001695,CU000461,2024-12-05 04:35:00,2024-12-05 21:33:31.799118,Technical Support,CSR002
RQ00001696,CU001745,2024-02-27 05:07:00,2024-02-28 01:45:50.337086,Security & Fraud,CSR001
RQ00001697,CU001937,2024-02-13 21:31:00,2024-02-13 21:52:38.741782,General Inquiry,CSR011
RQ00001698,CU000762,2024-11-01 07:16:00,2024-11-01 09:58:40.938227,Service & Account Management,CSR006
RQ00001699,CU001283,2024-01-25 13:41:00,2024-01-25 14:54:49.912421,Service & Account Management,CSR004
RQ00001700,CU001138,2024-04-16 08:07:00,2024-04-16 13:28:36.627514,Service & Account Management,CSR015
RQ00001701,CU000281,2024-02-04 15:31:00,2024-02-04 16:44:45.623407,General Inquiry,CSR012
RQ00001702,CU001447,2024-06-27 04:30:00,2024-06-27 06:08:48.755227,General Inquiry,CSR004
RQ00001703,CU001919,2024-05-11 10:39:00,2024-05-11 13:04:34.771581,Service & Account Management,CSR012
RQ00001704,CU001206,2024-12-19 13:21:00,2024-12-19 14:18:01.206752,General Inquiry,CSR014
RQ00001705,CU000970,2024-10-28 05:39:00,2024-10-29 12:44:48.365155,Technical Support,CSR006
RQ00001706,CU001862,2024-09-03 04:50:00,2024-09-03 10:10:09.146185,Service & Account Management,CSR009
RQ00001707,CU000046,2024-09-27 05:50:00,2024-09-27 07:18:52.386901,Service & Account Management,CSR013
RQ00001708,CU000421,2024-10-18 09:15:00,2024-10-22 06:57:50.588194,Technical Support,CSR001
RQ00001709,CU000695,2024-01-04 17:28:00,2024-01-04 20:52:21.764537,Service & Account Management,CSR012
RQ00001710,CU001329,2024-06-27 22:45:00,2024-06-29 10:53:10.600958,Security & Fraud,CSR003
RQ00001711,CU001383,2024-03-05 01:10:00,2024-03-05 02:39:32.912821,General Inquiry,CSR002
RQ00001712,CU001550,2024-09-25 15:36:00,2024-09-25 17:59:43.147448,Service & Account Management,CSR015
RQ00001713,CU000971,2024-11-27 17:38:00,2024-11-29 03:44:45.186180,Security & Fraud,CSR009
RQ00001714,CU001829,2024-01-04 04:13:00,2024-01-04 08:24:41.505670,Service & Account Management,CSR001
RQ00001715,CU001573,2024-05-03 20:34:00,2024-05-03 23:28:08.274065,Service & Account Management,CSR011
RQ00001716,CU001412,2024-01-25 07:14:00,2024-01-28 20:24:50.632819,Technical Support,CSR014
RQ00001717,CU000313,2024-03-03 13:48:00,2024-03-04 00:22:21.131576,Security & Fraud,CSR004
RQ00001718,CU002304,2024-08-19 12:43:00,2024-08-19 14:12:36.981760,General Inquiry,CSR003
RQ00001719,CU000048,2024-01-05 01:13:00,2024-01-05 05:23:04.313052,Billing & Payments,CSR009
RQ00001720,CU001967,2024-01-23 19:50:00,2024-01-23 20:02:07.816458,General Inquiry,CSR011
RQ00001721,CU000280,2024-10-13 17:54:00,2024-10-13 22:47:42.497255,Service & Account Management,CSR002
RQ00001722,CU000766,2024-04-01 11:07:00,2024-04-01 12:40:31.189087,Service & Account Management,CSR004
RQ00001723,CU000479,2024-11-01 21:39:00,2024-11-03 10:53:05.008901,Security & Fraud,CSR002
RQ00001724,CU000562,2024-02-27 06:21:00,2024-02-27 11:31:04.745979,Service & Account Management,CSR015
RQ00001725,CU001447,2024-12-02 18:52:00,2024-12-06 21:04:57.199501,Technical Support,CSR009
RQ00001726,CU001549,2024-10-26 12:29:00,2024-10-27 12:10:18.042015,Billing & Payments,CSR001
RQ00001727,CU001606,2024-09-23 03:49:00,2024-09-23 04:10:42.097807,General Inquiry,CSR003
RQ00001728,CU000688,2024-08-25 04:31:00,2024-08-26 02:01:31.188974,Billing & Payments,CSR003
RQ00001729,CU000033,2024-11-10 01:38:00,2024-11-10 06:06:14.677132,Service & Account Management,CSR010
RQ00001730,CU000675,2024-06-25 17:10:00,2024-06-25 18:32:17.364029,Service & Account Management,CSR008
RQ00001731,CU000527,2024-11-01 20:15:00,2024-11-01 23:10:24.625644,Service & Account Management,CSR013
RQ00001732,CU002191,2024-01-23 11:41:00,2024-01-23 12:03:25.296941,General Inquiry,CSR005
RQ00001733,CU000878,2024-03-01 06:55:00,2024-03-01 11:36:11.316158,Service & Account Management,CSR014
RQ00001734,CU002237,2024-10-06 05:57:00,2024-10-11 07:47:27.523840,Technical Support,CSR001
RQ00001735,CU000981,2024-06-04 16:57:00,2024-06-04 22:11:30.075462,Service & Account Management,CSR001
RQ00001736,CU001650,2024-05-27 10:47:00,2024-05-27 11:06:17.061096,General Inquiry,CSR010
RQ00001737,CU000383,2024-07-01 09:25:00,2024-07-03 04:22:57.162453,Security & Fraud,CSR001
RQ00001738,CU000861,2024-05-14 09:04:00,2024-05-14 09:58:56.372161,General Inquiry,CSR014
RQ00001739,CU000976,2024-11-09 14:57:00,2024-11-10 23:47:00.464562,Technical Support,CSR005
RQ00001740,CU000544,2024-01-27 03:18:00,2024-01-29 18:00:34.395274,Technical Support,CSR001
RQ00001741,CU001598,2024-05-28 12:36:00,2024-05-30 04:55:30.638826,Security & Fraud,CSR015
RQ00001742,CU000497,2024-09-19 23:55:00,2024-09-20 18:29:53.032541,Security & Fraud,CSR013
RQ00001743,CU002223,2024-11-02 20:30:00,2024-11-02 21:57:23.528413,General Inquiry,CSR013
RQ00001744,CU000068,2024-12-28 00:18:00,2024-12-29 23:05:02.925283,Security & Fraud,CSR009
RQ00001745,CU001842,2024-05-12 10:27:00,2024-05-12 13:55:31.473253,Service & Account Management,CSR006
RQ00001746,CU002352,2024-10-17 18:37:00,2024-10-17 22:14:53.573774,Service & Account Management,CSR004
RQ00001747,CU000785,2024-06-11 07:22:00,2024-06-12 10:17:29.316844,Technical Support,CSR009
RQ00001748,CU001547,2024-02-05 15:57:00,2024-02-11 13:20:50.739345,Technical Support,CSR011
RQ00001749,CU001850,2024-04-04 06:48:00,2024-04-04 16:21:10.556015,Security & Fraud,CSR002
RQ00001750,CU001396,2024-03-26 15:34:00,2024-03-29 12:51:03.470270,Technical Support,CSR001
RQ00001751,CU000856,2024-10-28 14:36:00,2024-10-28 15:12:07.334438,Service & Account Management,CSR014
RQ00001752,CU001806,2024-09-25 23:20:00,2024-09-26 03:48:27.831610,Service & Account Management,CSR001
RQ00001753,CU001353,2024-07-04 23:40:00,2024-07-05 04:29:51.869362,Security & Fraud,CSR003
RQ00001754,CU001663,2024-11-27 20:25:00,2024-11-28 05:50:42.121014,Technical Support,CSR009
RQ00001755,CU001040,2024-01-01 05:38:00,2024-01-01 08:15:11.696763,Service & Account Management,CSR014
RQ00001756,CU001100,2024-11-16 10:54:00,2024-11-16 11:20:46.382159,General Inquiry,CSR006
RQ00001757,CU001170,2024-05-11 09:51:00,2024-05-11 15:38:08.177356,Service & Account Management,CSR010
RQ00001758,CU000506,2024-04-02 22:37:00,2024-04-03 00:05:11.779741,General Inquiry,CSR006
RQ00001759,CU001783,2024-11-05 03:24:00,2024-11-05 07:06:24.223080,Billing & Payments,CSR009
RQ00001760,CU001059,2024-01-01 13:20:00,2024-01-01 18:57:17.007075,Service & Account Management,CSR006
RQ00001761,CU000407,2024-07-08 10:35:00,2024-07-08 11:10:31.561665,Service & Account Management,CSR010
RQ00001762,CU001955,2024-12-04 11:19:00,2024-12-09 21:29:25.487114,Technical Support,CSR009
RQ00001763,CU000197,2024-07-02 11:18:00,2024-07-03 18:34:33.564762,Technical Support,CSR001
RQ00001764,CU000412,2024-05-08 03:42:00,2024-05-08 09:47:12.615859,Security & Fraud,CSR009
RQ00001765,CU001760,2024-10-01 10:04:00,2024-10-01 12:46:48.022732,Billing & Payments,CSR009
RQ00001766,CU002461,2024-06-27 08:25:00,2024-07-01 10:43:23.819716,Technical Support,CSR001
RQ00001767,CU002380,2024-06-06 06:03:00,2024-06-06 08:26:57.617253,Service & Account Management,CSR013
RQ00001768,CU002183,2024-10-09 04:35:00,2024-10-16 04:06:40.068531,Technical Support,CSR012
RQ00001769,CU000560,2024-09-14 22:31:00,2024-09-15 03:18:02.985739,Service & Account Management,CSR003
RQ00001770,CU001088,2024-06-25 07:47:00,2024-06-25 09:12:47.132199,Service & Account Management,CSR004
RQ00001771,CU000697,2024-04-28 17:48:00,2024-04-30 06:42:16.336437,Security & Fraud,CSR010
RQ00001772,CU000400,2024-12-19 19:17:00,2024-12-21 18:11:03.542166,Technical Support,CSR009
RQ00001773,CU001835,2024-09-27 23:02:00,2024-09-28 00:20:34.470066,General Inquiry,CSR003
RQ00001774,CU000338,2024-08-05 11:16:00,2024-08-05 16:27:56.414011,Service & Account Management,CSR004
RQ00001775,CU001453,2024-01-19 14:29:00,2024-01-19 15:44:56.230080,General Inquiry,CSR001
RQ00001776,CU000158,2024-03-18 14:47:00,2024-03-24 18:44:45.988725,Technical Support,CSR007
RQ00001777,CU001131,2024-03-18 07:31:00,2024-03-18 13:25:35.980815,Service & Account Management,CSR003
RQ00001778,CU000659,2024-12-22 20:12:00,2024-12-28 18:52:24.976165,Technical Support,CSR009
RQ00001779,CU001857,2024-12-18 16:48:00,2024-12-20 05:27:20.782426,Security & Fraud,CSR001
RQ00001780,CU000827,2024-04-05 17:34:00,2024-04-06 05:27:53.475104,Billing & Payments,CSR009
RQ00001781,CU001636,2024-03-16 17:32:00,2024-03-16 22:17:13.958975,Service & Account Management,CSR006
RQ00001782,CU001400,2024-01-13 14:21:00,2024-01-13 19:59:04.886297,Service & Account Management,CSR013
RQ00001783,CU000552,2024-04-27 17:22:00,2024-05-02 15:20:55.881408,Technical Support,CSR014
RQ00001784,CU001463,2024-08-13 21:13:00,2024-08-13 23:20:33.955485,Service & Account Management,CSR005
RQ00001785,CU002085,2024-08-25 13:09:00,2024-08-28 15:29:36.750856,Technical Support,CSR001
RQ00001786,CU001633,2024-10-15 19:52:00,2024-10-20 16:54:20.031911,Technical Support,CSR013
RQ00001787,CU001775,2024-06-07 17:05:00,2024-06-07 23:23:26.649904,Security & Fraud,CSR002
RQ00001788,CU002124,2024-07-18 02:15:00,2024-07-18 02:58:50.195398,General Inquiry,CSR001
RQ00001789,CU000150,2024-09-03 04:23:00,2024-09-05 15:27:25.433669,Technical Support,CSR001
RQ00001790,CU000417,2024-07-27 21:41:00,2024-07-29 12:10:44.239536,Technical Support,CSR003
RQ00001791,CU001843,2024-12-27 14:35:00,2024-12-30 10:26:25.204767,Technical Support,CSR009
RQ00001792,CU000422,2024-06-01 11:36:00,2024-06-01 15:59:11.291259,Service & Account Management,CSR001
RQ00001793,CU001501,2024-01-25 10:52:00,2024-01-28 22:42:17.178468,Technical Support,CSR004
RQ00001794,CU000585,2024-10-23 19:30:00,2024-10-23 22:33:05.151564,Service & Account Management,CSR010
RQ00001795,CU000301,2024-10-02 23:24:00,2024-10-05 23:54:31.183720,Technical Support,CSR008
RQ00001796,CU001398,2024-10-07 02:54:00,2024-10-10 04:18:02.233288,Technical Support,CSR005
RQ00001797,CU000358,2024-02-14 17:28:00,2024-02-14 21:33:34.474160,Service & Account Management,CSR005
RQ00001798,CU001872,2024-05-02 16:44:00,2024-05-04 08:50:05.392158,Technical Support,CSR001
RQ00001799,CU000682,2024-05-05 05:21:00,2024-05-05 05:49:26.630607,General Inquiry,CSR013
RQ00001800,CU000918,2024-09-02 13:19:00,2024-09-02 15:13:22.771972,Service & Account Management,CSR014
RQ00001801,CU001839,2024-08-04 00:40:00,2024-08-04 03:03:34.820517,Service & Account Management,CSR013
RQ00001802,CU002439,2024-12-28 15:32:00,2024-12-28 16:36:59.264024,General Inquiry,CSR001
RQ00001803,CU002123,2024-10-14 03:07:00,2024-10-14 16:03:54.716161,Technical Support,CSR007
RQ00001804,CU001666,2024-09-16 05:04:00,2024-09-17 21:06:27.115709,Security & Fraud,CSR004
RQ00001805,CU000889,2024-01-08 08:44:00,2024-01-08 12:51:53.810439,Service & Account Management,CSR015
RQ00001806,CU000935,2024-01-10 14:02:00,2024-01-12 02:20:44.649378,Security & Fraud,CSR002
RQ00001807,CU000579,2024-03-26 17:52:00,2024-03-28 12:36:47.357331,Technical Support,CSR006
RQ00001808,CU001043,2024-04-28 23:47:00,2024-04-29 00:20:15.654646,General Inquiry,CSR006
RQ00001809,CU001679,2024-03-02 23:25:00,2024-03-04 08:37:40.566906,Technical Support,CSR009
RQ00001810,CU002304,2024-08-28 18:25:00,2024-08-29 13:27:02.931660,Security & Fraud,CSR003
RQ00001811,CU000611,2024-06-09 03:17:00,2024-06-09 05:10:17.553902,Service & Account Management,CSR004
RQ00001812,CU002033,2024-06-26 16:54:00,2024-06-26 18:08:20.248917,General Inquiry,CSR014
RQ00001813,CU000998,2024-10-03 15:02:00,2024-10-03 16:21:59.770924,General Inquiry,CSR005
RQ00001814,CU001579,2024-11-28 22:51:00,2024-12-05 15:16:18.645449,Technical Support,CSR007
RQ00001815,CU001690,2024-12-01 21:56:00,2024-12-02 01:22:22.050191,Service & Account Management,CSR013
RQ00001816,CU001320,2024-07-10 23:26:00,2024-07-15 15:01:12.519827,Technical Support,CSR009
RQ00001817,CU000407,2024-03-25 12:23:00,2024-03-30 16:32:19.229798,Technical Support,CSR007
RQ00001818,CU001375,2024-11-04 01:28:00,2024-11-05 04:48:36.523058,Security & Fraud,CSR009
RQ00001819,CU001259,2024-07-01 23:18:00,2024-07-01 23:24:16.620924,General Inquiry,CSR013
RQ00001820,CU001295,2024-10-12 13:19:00,2024-10-15 22:53:10.988452,Technical Support,CSR003
RQ00001821,CU001130,2024-01-02 04:54:00,2024-01-02 08:52:37.739066,Service & Account Management,CSR013
RQ00001822,CU001726,2024-05-28 01:08:00,2024-05-28 21:55:26.812321,Security & Fraud,CSR014
RQ00001823,CU000750,2024-10-17 03:55:00,2024-10-17 04:19:42.963077,General Inquiry,CSR005
